TradingDate,Symbol,NAV,ReturnAccumulativeNAV,TradingDays,ChangeRatio,AvgTurnoverRate,Volume,MarketValue,y,IV,Ipostpbdt,PurchaseHouseholders,NetSales,Interest
2020/7/31,510630,4.7769,0.1875,23,0.1904,0.049367,108537000,397919767.6,0.1019,0.1169,2013/2/20,12981,593051874,38493
2020/8/31,510630,5.2654,0.1023,21,0.1019,0.135437,170907200,438467866.7,-0.0864,0.1904,2013/2/20,12981,593051874,38493
2020/9/30,510630,4.8225,-0.0841,22,-0.0864,0.070765,89658600,277643159.3,0.0236,0.1019,2013/2/20,12981,593051874,38493
2020/10/30,510630,4.9358,0.0235,16,0.0236,0.046241,48527700,284208461.2,0.0002,-0.0864,2013/2/20,12981,593051874,38493
2020/11/30,510630,4.9354,-0.0001,21,0.0002,0.051815,61576601,284266051.5,0.1876,0.0236,2013/2/20,12981,593051874,38493
2020/3/31,510650,1.7438,-0.0603,22,-0.0583,0.009868,3897307,31309111.17,0.0487,-0.0565,2013/2/20,14819,1096370065,82407
2020/4/30,510650,1.8333,0.0513,21,0.0487,0.001951,735652,32835071.29,-0.0344,-0.0583,2013/2/20,14819,1096370065,82407
2020/5/29,510650,1.7671,-0.0361,18,-0.0344,0.003038,981600,31704065.55,0.0289,0.0487,2013/2/20,14819,1096370065,82407
2020/6/30,510650,1.8181,0.0289,20,0.0289,0.005513,1979300,32619641.62,0.0776,-0.0344,2013/2/20,14819,1096370065,82407
2020/7/31,510650,1.9597,0.0779,23,0.0776,0.086795,70773614,35150940.18,0.0393,0.0289,2013/2/20,14819,1096370065,82407
2020/8/31,510650,2.0331,0.0375,21,0.0393,0.040698,32009166,36533280.52,-0.0275,0.0776,2013/2/20,14819,1096370065,82407
2020/9/30,510650,1.9821,-0.0251,22,-0.0275,0.01699,13624845,72139442.09,0.0182,0.0393,2013/2/20,14819,1096370065,82407
2020/10/30,510650,2.0185,0.0184,16,0.0182,0.030631,15169902,73451731.08,0.0868,-0.0275,2013/2/20,14819,1096370065,82407
2020/11/30,510650,2.1833,0.0816,21,0.0868,0.080291,63991842,79830913.68,-0.0297,0.0182,2013/2/20,14819,1096370065,82407
2020/3/31,510660,2.1021,0.0336,22,0.0395,0.030423,30707100,96485049.06,0.0561,0.0005,2013/2/20,22608,1177832255,47464
2020/4/30,510660,2.2259,0.0589,21,0.0561,0.021954,19769100,101898855.9,0.0455,0.0395,2013/2/20,22608,1177832255,47464
2020/5/29,510660,2.3187,0.0417,18,0.0455,0.01841,13712413,106532707.5,0.1589,0.0561,2013/2/20,22608,1177832255,47464
2020/6/30,510660,2.6879,0.1592,20,0.1589,0.027118,21087000,104625323.8,0.1475,0.0455,2013/2/20,22608,1177832255,47464
2020/7/31,510660,3.0877,0.1487,23,0.1475,0.079619,73944670,120060572.3,0.0301,0.1589,2013/2/20,22608,1177832255,47464
2020/8/31,510660,3.1901,0.0332,21,0.0301,0.042004,32971700,123676386.1,-0.071,0.1475,2013/2/20,22608,1177832255,47464
2020/9/30,510660,2.9545,-0.0739,22,-0.071,0.027074,22859800,113412069.7,0.0152,0.0301,2013/2/20,22608,1177832255,47464
2020/10/30,510660,3.0008,0.0157,16,0.0152,0.020055,12154700,115139157,-0.0397,-0.071,2013/2/20,22608,1177832255,47464
2020/11/30,510660,2.8851,-0.0386,21,-0.0397,0.021179,17069600,110571970.4,0.1281,0.0152,2013/2/20,22608,1177832255,47464
2020/3/31,510680,2.3215,-0.045,22,-0.0295,0.003208,2147036,74175301.58,-0.0012,-0.0071,2013/10/10,5363,500721452,3200
2020/4/30,510680,2.4679,0.0631,21,-0.0012,0.009469,3484709,74084027.62,0.009,-0.0295,2013/10/10,5363,500721452,3200
2020/5/29,510680,2.4713,0.0014,18,0.009,0.012195,554204,74753369.96,0.0602,-0.0012,2013/10/10,5363,500721452,3200
2020/6/30,510680,2.6193,0.0599,20,0.0602,0.011015,556204,6576718.46,0.1125,0.009,2013/10/10,5363,500721452,3200
2020/7/31,510680,2.9059,0.1094,23,0.1125,0.137239,72361609,7316441.5,0.0352,0.0602,2013/10/10,5363,500721452,3200
2020/8/31,510680,2.9897,0.0288,21,0.0352,0.023077,28119500,7573956,-0.03,0.1125,2013/10/10,5363,500721452,3200
2020/9/30,510680,2.9053,-0.0282,22,-0.03,0.011237,13454700,158375737.3,0.0148,0.0352,2013/10/10,5363,500721452,3200
2020/10/30,510680,2.952,0.0161,16,0.0148,0.006642,5943609,160715997.4,0.0633,-0.03,2013/10/10,5363,500721452,3200
2020/11/30,510680,3.1271,0.0593,21,0.0633,0.007872,8154400,170893407.3,0.0478,0.0148,2013/10/10,5363,500721452,3200
2020/3/31,510710,3.0548,-0.0467,22,-0.0459,0.02811,148927983,736424107.5,0.0644,-0.0303,2015/4/30,2384,257872946,0
2020/4/30,510710,3.2587,0.0667,21,0.0644,0.029792,148973918,783865425.1,-0.0126,-0.0459,2015/4/30,2384,257872946,0
2020/5/29,510710,3.2121,-0.0143,18,-0.0126,0.029672,126218636,773991851.4,0.061,0.0644,2015/4/30,2384,257872946,0
2020/6/30,510710,3.4075,0.0608,20,0.061,0.036138,161477795,761858350.1,0.1238,-0.0126,2015/4/30,2384,257872946,0
2020/7/31,510710,3.8339,0.1251,23,0.1238,0.052395,297799522,856141113.7,0.0344,0.061,2015/4/30,2384,257872946,0
2020/8/31,510710,3.9629,0.0337,21,0.0344,0.033771,150147014,885632404.6,-0.0315,0.1238,2015/4/30,2384,257872946,0
2020/9/30,510710,3.8421,-0.0304,22,-0.0315,0.02578,139646839,945234245.8,0.0195,0.0344,2015/4/30,2384,257872946,0
2020/10/30,510710,3.9143,0.0188,16,0.0195,0.027089,99954015,963700661.1,0.0603,-0.0315,2015/4/30,2384,257872946,0
2020/11/30,510710,4.1471,0.0594,21,0.0603,0.035977,181034842,1021808315,0.0465,0.0195,2015/4/30,2384,257872946,0
2020/3/31,510800,1.0158,-0.0457,22,-0.0478,0.062448,386847900,286081216,0.0679,-0.0247,2017/11/22,2143,210576000,0
2020/4/30,510800,1.0852,0.0683,21,0.0679,0.032325,159914000,305509960,-0.0111,-0.0478,2017/11/22,2143,210576000,0
2020/5/29,510800,1.0742,-0.0101,18,-0.0111,0.026398,107185600,302131048,0.0634,0.0679,2017/11/22,2143,210576000,0
2020/6/30,510800,1.1417,0.0628,20,0.0634,0.031243,124082300,226575216,0.1288,-0.0111,2017/11/22,2143,210576000,0
2020/7/31,510800,1.292,0.1316,23,0.1288,0.106061,950331000,255765888,0.0388,0.0634,2017/11/22,2143,210576000,0
2020/8/31,510800,1.3396,0.0368,21,0.0388,0.045066,303385900,265694688,-0.0254,0.1288,2017/11/22,2143,210576000,0
2020/9/30,510800,1.3021,-0.028,22,-0.0254,0.030548,218804500,424551104,0.0153,0.0388,2017/11/22,2143,210576000,0
2020/10/30,510800,1.3229,0.016,16,0.0153,0.032143,160753884,431062624,0.0597,-0.0254,2017/11/22,2143,210576000,0
2020/11/30,510800,1.4004,0.0586,21,0.0597,0.03251,203841600,456783128,0.0456,0.0153,2017/11/22,2143,210576000,0
2020/3/31,510810,0.7855,-0.058,22,-0.06,0.00145,397740868,9773417469,0.0242,-0.0629,2016/7/6,10360,15219905064,185941.72
2020/4/30,510810,0.8036,0.0222,21,0.0242,0.000426,108127341,10010273249,-0.0075,-0.06,2016/7/6,10360,15219905064,185941.72
2020/5/29,510810,0.7981,-0.0066,18,-0.0075,0.000633,137509665,9935476687,0.0514,0.0242,2016/7/6,10360,15219905064,185941.72
2020/6/30,510810,0.8361,0.0459,20,0.0514,0.000756,181533894,10065296529,0.0979,-0.0075,2016/7/6,10360,15219905064,185941.72
2020/7/31,510810,0.9206,0.0976,23,0.0979,0.002024,554780716,11050206213,0.0283,0.0514,2016/7/6,10360,15219905064,185941.72
2020/8/31,510810,0.9429,0.0235,21,0.0283,0.000774,194844272,11362494650,-0.0603,0.0979,2016/7/6,10360,15219905064,185941.72
2020/9/30,510810,0.8874,-0.057,22,-0.0603,0.000625,165204536,10683196308,0.0169,0.0283,2016/7/6,10360,15219905064,185941.72
2020/10/30,510810,0.9072,0.0216,16,0.0169,0.000417,79384483,10863452714,0.0763,-0.0603,2016/7/6,10360,15219905064,185941.72
2020/11/30,510810,0.9686,0.0655,21,0.0763,0.004792,1099736375,11692632180,-0.0462,0.0169,2016/7/6,10360,15219905064,185941.72
2020/3/31,510850,2.7158,-0.0473,22,-0.0501,0.084935,1382173112,2004584003,0.0653,-0.0391,2018/10/31,8037,11350249433,88800
2020/4/30,510850,2.8864,0.0628,21,0.0653,0.053564,814497284,2135510707,-0.0159,-0.0501,2018/10/31,8037,11350249433,88800
2020/5/29,510850,2.8412,-0.0156,18,-0.0159,0.056805,733024130,2101484558,0.0524,0.0653,2018/10/31,8037,11350249433,88800
2020/6/30,510850,2.9968,0.0548,20,0.0524,0.091633,1062020263,1732701693,0.1104,-0.0159,2018/10/31,8037,11350249433,88800
2020/7/31,510850,3.3249,0.1094,23,0.1104,0.640449,1501003544,1923936328,0.0307,0.0524,2018/10/31,8037,11350249433,88800
2020/8/31,510850,3.4183,0.0281,21,0.0307,0.277175,558196674,1983045215,-0.0319,0.1104,2018/10/31,8037,11350249433,88800
2020/9/30,510850,3.3088,-0.0321,22,-0.0319,0.229029,380411662,250127835.8,0.013,0.0307,2018/10/31,8037,11350249433,88800
2020/10/30,510850,3.3574,0.0147,16,0.013,0.215708,262642436,253374288.3,0.0575,-0.0319,2018/10/31,8037,11350249433,88800
2020/11/30,510850,3.5483,0.0568,21,0.0575,0.163951,338439937,267945574.8,0.0428,0.013,2018/10/31,8037,11350249433,88800
2020/3/31,512000,0.8803,-0.0623,22,-0.0608,0.087067,23151218000,10648133979,0.0238,-0.0095,2016/7/25,7025,642017683,0
2020/4/30,512000,0.901,0.0235,21,0.0238,0.042496,10805177372,10901948750,-0.0432,-0.0608,2016/7/25,7025,642017683,0
2020/5/29,512000,0.8616,-0.0437,18,-0.0432,0.035907,9152112337,10430578460,0.1159,0.0238,2016/7/25,7025,642017683,0
2020/6/30,512000,0.9649,0.1199,20,0.1159,0.058509,14179869207,11669265829,0.2316,-0.0432,2016/7/25,7025,642017683,0
2020/7/31,512000,1.1856,0.2287,23,0.2316,0.116392,36377525965,14371494572,0.0177,0.1159,2016/7/25,7025,642017683,0
2020/8/31,512000,1.203,0.0147,21,0.0177,0.065236,19756845020,14625964543,-0.0447,0.2316,2016/7/25,7025,642017683,0
2020/9/30,512000,1.1529,-0.0416,22,-0.0447,0.041734,15113640701,18979553389,-0.046,0.0177,2016/7/25,7025,642017683,0
2020/10/30,512000,1.0987,-0.047,16,-0.046,0.036458,10730961264,18107119451,0.06,-0.0447,2016/7/25,7025,642017683,0
2020/11/30,512000,1.1665,0.0617,21,0.06,0.046839,18098359052,19193546618,0.0009,-0.046,2016/7/25,7025,642017683,0
2020/3/31,512010,1.9598,0.027,22,0.0299,0.055548,844659889,1397507752,0.0668,-0.014,2013/8/21,6257,521171034,2700
2020/4/30,512010,2.0893,0.0661,21,0.0668,0.042685,568460552,1490864976,0.0315,0.0299,2013/8/21,6257,521171034,2700
2020/5/29,512010,2.1653,0.0364,18,0.0315,0.030008,374415749,1537899913,0.1715,0.0668,2013/8/21,6257,521171034,2700
2020/6/30,512010,2.5309,0.1688,20,0.1715,0.033692,543909769,2040535200,0.1891,0.0315,2013/8/21,6257,521171034,2700
2020/7/31,512010,3.0031,0.1866,23,0.1891,0.072398,1520581503,2426364244,-0.0303,0.1715,2013/8/21,6257,521171034,2700
2020/8/31,512010,2.9124,-0.0302,21,-0.0303,0.053478,1004184576,2352911435,-0.0813,0.1891,2013/8/21,6257,521171034,2700
2020/9/30,512010,2.6769,-0.0809,22,-0.0813,0.038354,726656573,2306223260,0.0418,-0.0303,2013/8/21,6257,521171034,2700
2020/10/30,512010,2.7908,0.0425,16,0.0418,0.045797,562151538,2402674718,-0.072,-0.0813,2013/8/21,6257,521171034,2700
2020/11/30,512010,2.58,-0.0755,21,-0.072,0.040605,763314348,2229578797,0.1595,0.0418,2013/8/21,6257,521171034,2700
2020/3/31,512040,1.1102,-0.04,22,-0.0381,0.024404,132536236,274259165.8,0.0495,0.0079,2018/9/29,12502,951857935,254774.79
2020/4/30,512040,1.1677,0.0518,21,0.0495,0.008834,44682388,287836352.2,-0.0026,-0.0381,2018/9/29,12502,951857935,254774.79
2020/5/29,512040,1.1642,-0.003,18,-0.0026,0.012977,50655487,287095778.4,0.0653,0.0495,2018/9/29,12502,951857935,254774.79
2020/6/30,512040,1.2433,0.0679,20,0.0653,0.016684,58680750,217887981.5,0.1776,-0.0026,2018/9/29,12502,951857935,254774.79
2020/7/31,512040,1.4616,0.1756,23,0.1776,0.027172,91153874,256576727.2,0.0487,0.0653,2018/9/29,12502,951857935,254774.79
2020/8/31,512040,1.5275,0.0451,21,0.0487,0.028554,98256022,269062640.6,-0.0569,0.1776,2018/9/29,12502,951857935,254774.79
2020/9/30,512040,1.4472,-0.0526,22,-0.0569,0.018323,60813200,217688000.2,0.0014,0.0487,2018/9/29,12502,951857935,254774.79
2020/10/30,512040,1.444,-0.0022,16,0.0014,0.008252,19654858,217989716.1,0.0616,-0.0569,2018/9/29,12502,951857935,254774.79
2020/11/30,512040,1.5328,0.0615,21,0.0616,0.006414,19510957,231416072.3,-0.0306,0.0014,2018/9/29,12502,951857935,254774.79
2020/3/31,512070,1.9741,-0.0873,22,-0.0879,0.011547,213183072,1690922205,0.0553,-0.037,2014/5/29,4294,556159897,0
2020/4/30,512070,2.0831,0.0552,21,0.0553,0.008124,143843559,1784433377,-0.0433,-0.0879,2014/5/29,4294,556159897,0
2020/5/29,512070,1.9914,-0.044,18,-0.0433,0.003845,58074600,1707222317,0.0844,0.0553,2014/5/29,4294,556159897,0
2020/6/30,512070,2.1575,0.0834,20,0.0844,0.006173,125082673,2213042915,0.1562,-0.0433,2014/5/29,4294,556159897,0
2020/7/31,512070,2.4994,0.1585,23,0.1562,0.02407,697076066,2558638588,0.0313,0.0844,2014/5/29,4294,556159897,0
2020/8/31,512070,2.5682,0.0275,21,0.0313,0.018992,495819807,2638628091,-0.0284,0.1562,2014/5/29,4294,556159897,0
2020/9/30,512070,2.5037,-0.0251,22,-0.0284,0.013392,362440985,3105016118,-0.016,0.0313,2014/5/29,4294,556159897,0
2020/10/30,512070,2.4593,-0.0177,16,-0.016,0.014866,298299576,3055335860,0.0898,-0.0284,2014/5/29,4294,556159897,0
2020/11/30,512070,2.6712,0.0862,21,0.0898,0.021634,492103423,3329819284,-0.0186,-0.016,2014/5/29,4294,556159897,0
2020/3/31,512090,1.0865,-0.0578,22,-0.0591,0.073839,558149705,371766885.9,0.0749,0.0009,2018/4/18,30491,1743590316,2000
2020/4/30,512090,1.1631,0.0705,21,0.0749,0.042614,307476500,399597863.5,-0.0017,-0.0591,2018/4/18,30491,1743590316,2000
2020/5/29,512090,1.1629,-0.0002,18,-0.0017,0.050486,299517497,398910678.9,0.0999,0.0749,2018/4/18,30491,1743590316,2000
2020/6/30,512090,1.278,0.099,20,0.0999,0.053497,354786242,423443387.5,0.1566,-0.0017,2018/4/18,30491,1743590316,2000
2020/7/31,512090,1.477,0.1557,23,0.1566,0.07332,538944456,489761850.7,0.0393,0.0999,2018/4/18,30491,1743590316,2000
2020/8/31,512090,1.537,0.0406,21,0.0393,0.052505,358999526,508994205.1,-0.0417,0.1566,2018/4/18,30491,1743590316,2000
2020/9/30,512090,1.4722,-0.0422,22,-0.0417,0.055758,389583992,467178296.8,0.0265,0.0393,2018/4/18,30491,1743590316,2000
2020/10/30,512090,1.5131,0.0278,16,0.0265,0.047942,266629220,479564397.2,0.0517,-0.0417,2018/4/18,30491,1743590316,2000
2020/11/30,512090,1.589,0.0502,21,0.0517,0.046496,337444176,504336597.8,0.0705,0.0265,2018/4/18,30491,1743590316,2000
2020/3/31,512100,0.7064,-0.0749,22,-0.0711,0.084126,516166955,196618860,0.0567,0.0327,2016/8/19,10481,587892000,135072.01
2020/4/30,512100,0.7436,0.0527,21,0.0567,0.061329,324413700,207774540,0.0268,-0.0711,2016/8/19,10481,587892000,135072.01
2020/5/29,512100,0.7654,0.0293,18,0.0268,0.046551,203525200,213352380,0.0889,0.0567,2016/8/19,10481,587892000,135072.01
2020/6/30,512100,0.8357,0.0918,20,0.0889,0.071404,312594100,182337036,0.1561,0.0268,2016/8/19,10481,587892000,135072.01
2020/7/31,512100,0.9604,0.1492,23,0.1561,0.08918,479747699,210792996,0.0291,0.0889,2016/8/19,10481,587892000,135072.01
2020/8/31,512100,0.9918,0.0327,21,0.0291,0.092918,415412345,216921972,-0.0747,0.1561,2016/8/19,10481,587892000,135072.01
2020/9/30,512100,0.92,-0.0724,22,-0.0747,0.057643,528675500,382289964,-0.0076,0.0291,2016/8/19,10481,587892000,135072.01
2020/10/30,512100,0.9094,-0.0115,16,-0.0076,0.126176,496410600,379371720,0.0231,-0.0747,2016/8/19,10481,587892000,135072.01
2020/11/30,512100,0.9319,0.0247,21,0.0231,0.117884,660710700,388126452,0.0075,-0.0076,2016/8/19,10481,587892000,135072.01
2020/3/31,512120,1.669,0.0214,22,0.0227,0.033706,42079838,94541016.79,0.0738,-0.0061,2013/11/5,6928,271193856,53453
2020/4/30,512120,1.787,0.0707,21,0.0738,0.040083,44399200,101520935.8,0.0447,0.0227,2013/11/5,6928,271193856,53453
2020/5/29,512120,1.868,0.0453,18,0.0447,0.033921,30069600,106060720.5,0.1701,0.0738,2013/11/5,6928,271193856,53453
2020/6/30,512120,2.188,0.1713,20,0.1701,0.042689,45888400,117545364.8,0.1738,0.0447,2013/11/5,6928,271193856,53453
2020/7/31,512120,2.563,0.1714,23,0.1738,0.079146,113311940,137969342.2,-0.0354,0.1701,2013/11/5,6928,271193856,53453
2020/8/31,512120,2.48,-0.0324,21,-0.0354,0.052382,71772800,133078337.1,-0.086,0.1738,2013/11/5,6928,271193856,53453
2020/9/30,512120,2.267,-0.0859,22,-0.086,0.030602,45273600,152180660.3,0.0093,-0.0354,2013/11/5,6928,271193856,53453
2020/10/30,512120,2.287,0.0088,16,0.0093,0.021864,23524200,153592853.8,-0.0692,-0.086,2013/11/5,6928,271193856,53453
2020/11/30,512120,2.127,-0.07,21,-0.0692,0.022775,34315600,142967778.9,0.1167,0.0093,2013/11/5,6928,271193856,53453
2020/3/31,512150,1.2006,-0.0506,22,-0.0529,0.030537,58497900,104488020,0.0717,-0.0193,2018/11/15,1487,219063450,9900
2020/4/30,512150,1.2851,0.0704,21,0.0717,0.010127,18092460,111976328.1,0,-0.0529,2018/11/15,1487,219063450,9900
2020/5/29,512150,1.2903,0.004,18,0,0.102732,53761850,111976328.1,0.0956,0.0717,2018/11/15,1487,219063450,9900
2020/6/30,512150,1.4114,0.0939,20,0.0956,0.070142,25354090,25465350.15,0.0987,0,2018/11/15,1487,219063450,9900
2020/7/31,512150,1.5582,0.104,23,0.0987,0.113586,81178800,27977545.8,0.0401,0.0956,2018/11/15,1487,219063450,9900
2020/8/31,512150,1.6048,0.0299,21,0.0401,0.078257,37918700,29098093.5,-0.0292,0.0987,2018/11/15,1487,219063450,9900
2020/9/30,512150,1.5655,-0.0245,22,-0.0292,0.020876,10137900,34500646.05,0.0307,0.0401,2018/11/15,1487,219063450,9900
2020/10/30,512150,1.6113,0.0293,16,0.0307,0.029281,10341400,35560166.85,0.0757,-0.0292,2018/11/15,1487,219063450,9900
2020/11/30,512150,1.7281,0.0725,21,0.0757,0.034129,18687200,38253115.55,0.0629,0.0307,2018/11/15,1487,219063450,9900
2020/3/31,512160,1.0845,-0.0593,22,-0.0608,0.056914,603233393,520801774.8,0.0731,-0.0069,2018/3/14,19884,1309777775,0
2020/4/30,512160,1.1606,0.0702,21,0.0731,0.03364,314911600,558862219,-0.0043,-0.0608,2018/3/14,19884,1309777775,0
2020/5/29,512160,1.1583,-0.002,18,-0.0043,0.031095,239432000,556453330.1,0.0978,0.0731,2018/3/14,19884,1309777775,0
2020/6/30,512160,1.2689,0.0955,20,0.0978,0.036259,288461826,504382218.7,0.1648,-0.0043,2018/3/14,19884,1309777775,0
2020/7/31,512160,1.4796,0.166,23,0.1648,0.075354,654741577,587517773.7,0.0467,0.0978,2018/3/14,19884,1309777775,0
2020/8/31,512160,1.5448,0.0441,21,0.0467,0.079547,621047306,614964440.2,-0.0492,0.1648,2018/3/14,19884,1309777775,0
2020/9/30,512160,1.4719,-0.0472,22,-0.0492,0.025248,474241900,1255053329,0.0197,0.0467,2018/3/14,19884,1309777775,0
2020/10/30,512160,1.5006,0.0195,16,0.0197,0.020474,286230803,1279812885,0.0447,-0.0492,2018/3/14,19884,1309777775,0
2020/11/30,512160,1.5683,0.0451,21,0.0447,0.021683,388753900,1337015996,0.0658,0.0197,2018/3/14,19884,1309777775,0
2020/3/31,512180,1.0293,-0.056,22,-0.05,0.053885,327247300,283501296,0.0613,-0.0146,2018/3/27,28882,2046048000,483781.5
2020/4/30,512180,1.0955,0.0643,21,0.0613,0.015806,78349300,300892320,-0.0009,-0.05,2018/3/27,28882,2046048000,483781.5
2020/5/29,512180,1.0925,-0.0027,18,-0.0009,0.01023,40521100,300616272,0.0854,0.0613,2018/3/27,28882,2046048000,483781.5
2020/6/30,512180,1.1885,0.0879,20,0.0854,0.015358,57761900,222272736,0.1396,-0.0009,2018/3/27,28882,2046048000,483781.5
2020/7/31,512180,1.3503,0.1361,23,0.1396,0.023394,83962400,253300656,0.0319,0.0854,2018/3/27,28882,2046048000,483781.5
2020/8/31,512180,1.3924,0.0312,21,0.0319,0.010966,34092800,261386720,-0.0475,0.1396,2018/3/27,28882,2046048000,483781.5
2020/9/30,512180,1.3302,-0.0447,22,-0.0475,0.013242,43130600,196015552,0.0234,0.0319,2018/3/27,28882,2046048000,483781.5
2020/10/30,512180,1.359,0.0217,16,0.0234,0.011403,26281400,200605040,0.0509,-0.0475,2018/3/27,28882,2046048000,483781.5
2020/11/30,512180,1.4225,0.0467,21,0.0509,0.009169,25427000,210820352,0.0611,0.0234,2018/3/27,28882,2046048000,483781.5
2020/3/31,512200,0.7936,-0.0522,22,-0.0492,0.105952,1322519900,449929168,0.0441,-0.0314,2017/5/17,2663,270376000,0
2020/4/30,512200,0.8254,0.0401,21,0.0441,0.035549,401915500,469787328,-0.0229,-0.0492,2017/5/17,2663,270376000,0
2020/5/29,512200,0.8109,-0.0176,18,-0.0229,0.030128,283827500,459007184,0.0618,0.0441,2017/5/17,2663,270376000,0
2020/6/30,512200,0.8565,0.0562,20,0.0618,0.034081,404121900,509280484,0.1013,-0.0229,2017/5/17,2663,270376000,0
2020/7/31,512200,0.9483,0.1072,23,0.1013,0.102424,3788948477,560860696,0.0296,0.0618,2017/5/17,2663,270376000,0
2020/8/31,512200,0.9737,0.0268,21,0.0296,0.057172,1916641000,577461224,-0.0565,0.1013,2017/5/17,2663,270376000,0
2020/9/30,512200,0.9196,-0.0556,22,-0.0565,0.032858,1185435374,1507046044,-0.0479,0.0296,2017/5/17,2663,270376000,0
2020/10/30,512200,0.8742,-0.0494,16,-0.0479,0.023451,660529700,1434891500,0.0583,-0.0565,2017/5/17,2663,270376000,0
2020/11/30,512200,0.9222,0.0549,21,0.0583,0.034624,1377761605,1518525176,-0.0724,-0.0479,2017/5/17,2663,270376000,0
2020/3/31,512220,1.3882,-0.1608,22,-0.1605,0.016355,100916800,388728151.8,0.1025,0.0693,2014/6/20,4999,593963628,4014
2020/4/30,512220,1.5267,0.0998,21,0.1025,0.027134,157248600,428554557,-0.0281,-0.1605,2014/6/20,4999,593963628,4014
2020/5/29,512220,1.4888,-0.0248,18,-0.0281,0.017683,127941700,416494448.4,0.1576,0.1025,2014/6/20,4999,593963628,4014
2020/6/30,512220,1.7219,0.1566,20,0.1576,0.016411,119132000,623941376.6,0.0809,-0.0281,2014/6/20,4999,593963628,4014
2020/7/31,512220,1.8529,0.0761,23,0.0809,0.016166,121011700,674393878.8,-0.0113,0.1576,2014/6/20,4999,593963628,4014
2020/8/31,512220,1.8392,-0.0074,21,-0.0113,0.017774,117002200,666771558.4,-0.0691,0.0809,2014/6/20,4999,593963628,4014
2020/9/30,512220,1.7119,-0.0692,22,-0.0691,0.013368,87339500,507814667.8,-0.0029,-0.0113,2014/6/20,4999,593963628,4014
2020/10/30,512220,1.7076,-0.0025,16,-0.0029,0.013778,64141000,506329829.6,0.0205,-0.0691,2014/6/20,4999,593963628,4014
2020/11/30,512220,1.7416,0.0199,21,0.0205,0.015846,92831700,516723697.1,-0.004,-0.0029,2014/6/20,4999,593963628,4014
2020/3/31,512260,1.1384,-0.0471,22,-0.0461,0.048784,209174600,221598707.6,0.044,-0.0025,2018/10/15,3419,352497720,0
2020/4/30,512260,1.1898,0.0452,21,0.044,0.065385,252232691,231343593.6,0.0051,-0.0461,2018/10/15,3419,352497720,0
2020/5/29,512260,1.1956,0.0049,18,0.0051,0.047108,151015781,232512980,0.0721,0.044,2018/10/15,3419,352497720,0
2020/6/30,512260,1.2806,0.0711,20,0.0721,0.066512,214563100,206299783.9,0.1181,0.0051,2018/10/15,3419,352497720,0
2020/7/31,512260,1.4334,0.1193,23,0.1181,0.071908,238982020,230655739.6,0.0217,0.0721,2018/10/15,3419,352497720,0
2020/8/31,512260,1.4583,0.0174,21,0.0217,0.07614,215694308,235655968.9,-0.0657,0.1181,2018/10/15,3419,352497720,0
2020/9/30,512260,1.3658,-0.0634,22,-0.0657,0.071424,205681900,178675387.8,-0.011,0.0217,2018/10/15,3419,352497720,0
2020/10/30,512260,1.3479,-0.0131,16,-0.011,0.049194,100510691,176711922,0.0363,-0.0657,2018/10/15,3419,352497720,0
2020/11/30,512260,1.3991,0.038,21,0.0363,0.058141,144191700,183125910.3,-0.0322,-0.011,2018/10/15,3419,352497720,0
2020/3/31,512280,1.035,-0.0554,22,-0.054,0.061166,242223856,186125935.2,0.0629,-0.0055,2018/4/3,16154,1533998240,7500
2020/4/30,512280,1.1006,0.0634,21,0.0629,0.031132,111145813,197826308.3,-0.0036,-0.054,2018/4/3,16154,1533998240,7500
2020/5/29,512280,1.0978,-0.0025,18,-0.0036,0.026508,72528902,197106285.3,0.0904,0.0629,2018/4/3,16154,1533998240,7500
2020/6/30,512280,1.1966,0.09,20,0.0904,0.037012,102157441,164778853.6,0.134,-0.0036,2018/4/3,16154,1533998240,7500
2020/7/31,512280,1.3561,0.1333,23,0.134,0.051417,156110194,186859772,0.0458,0.0904,2018/4/3,16154,1533998240,7500
2020/8/31,512280,1.4162,0.0443,21,0.0458,0.060682,158023691,195416127.8,-0.0367,0.134,2018/4/3,16154,1533998240,7500
2020/9/30,512280,1.3667,-0.035,22,-0.0367,0.04547,126048231,171871829.4,0.0293,0.0458,2018/4/3,16154,1533998240,7500
2020/10/30,512280,1.4012,0.0252,16,0.0293,0.048961,103410892,176912059,0.0499,-0.0367,2018/4/3,16154,1533998240,7500
2020/11/30,512280,1.4732,0.0514,21,0.0499,0.048831,123060300,185732460.8,0.0719,0.0293,2018/4/3,16154,1533998240,7500
2020/3/31,512330,0.9606,-0.1564,22,-0.1589,0.015589,445739982,1245101104,0.1096,0.0715,2015/6/5,3031,272188000,0
2020/4/30,512330,1.0618,0.1054,21,0.1096,0.011032,308502942,1381568344,-0.0169,-0.1589,2015/6/5,3031,272188000,0
2020/5/29,512330,1.0483,-0.0127,18,-0.0169,0.011208,277424252,1358173960,0.1072,0.1096,2015/6/5,3031,272188000,0
2020/6/30,512330,1.156,0.1027,20,0.1072,0.00736,173051904,1360271016,0.0882,-0.0169,2015/6/5,3031,272188000,0
2020/7/31,512330,1.2546,0.0853,23,0.0882,0.015052,310256218,1480191192,-0.0222,0.1072,2015/6/5,3031,272188000,0
