TradingDate,Symbol,NAV,ReturnAccumulativeNAV,TradingDays,ChangeRatio,AvgTurnoverRate,Volume,MarketValue,y,IV,Ipostpbdt,PurchaseHouseholders,NetSales,Interest
2020/3/31,159901,4.8949,-0.083,22,-0.0822,0.032018,956820178,7643879060,0.0804,0.0201,2006/2/17,35503,5157314558,422260
2020/4/30,159901,5.2818,0.0771,21,0.0804,0.020186,575815270,8258203083,-0.0004,-0.0822,2006/2/17,35503,5157314558,422260
2020/5/29,159901,5.2963,0.0027,18,-0.0004,0.016247,397256359,8255076752,0.136,0.0804,2006/2/17,35503,5157314558,422260
2020/6/30,159901,6.0029,0.1305,20,0.136,0.018041,490119428,8294012012,0.1517,-0.0004,2006/2/17,35503,5157314558,422260
2020/7/31,159901,6.9255,0.1507,23,0.1517,0.02748,858529135,9552146857,0.0193,0.136,2006/2/17,35503,5157314558,422260
2020/8/31,159901,7.0411,0.0164,21,0.0193,0.021438,611540953,9736028103,-0.0582,0.1517,2006/2/17,35503,5157314558,422260
2020/9/30,159901,6.6407,-0.0559,22,-0.0582,0.015594,466015281,8174855660,0.051,0.0193,2006/2/17,35503,5157314558,422260
2020/10/30,159901,6.9805,0.0503,16,0.051,0.01661,360991147,8591487327,0.0366,-0.0582,2006/2/17,35503,5157314558,422260
2020/11/30,159901,7.2229,0.0341,21,0.0366,0.017992,513248725,8905810034,0.0876,0.051,2006/2/17,35503,5157314558,422260
2020/3/31,159902,3.183,-0.1005,22,-0.1027,0.025611,341136519,2256480778,0.0953,0.0287,2006/5/19,89049,3965335792,631466.25
2020/4/30,159902,3.468,0.0863,21,0.0953,0.017579,223510807,2471552711,-0.0144,-0.1027,2006/5/19,89049,3965335792,631466.25
2020/5/29,159902,3.433,-0.0098,18,-0.0144,0.01573,171427833,2436062293,0.148,0.0953,2006/5/19,89049,3965335792,631466.25
2020/6/30,159902,3.941,0.143,20,0.148,0.014407,174456026,2601033218,0.1365,-0.0144,2006/5/19,89049,3965335792,631466.25
2020/7/31,159902,4.473,0.131,23,0.1365,0.027854,387880352,2956199683,0.0071,0.148,2006/5/19,89049,3965335792,631466.25
2020/8/31,159902,4.504,0.0067,21,0.0071,0.018553,235894006,2977324826,-0.053,0.1365,2006/5/19,89049,3965335792,631466.25
2020/9/30,159902,4.271,-0.0504,22,-0.053,0.011565,154050114,2576912739,0.0323,0.0071,2006/5/19,89049,3965335792,631466.25
2020/10/30,159902,4.418,0.0335,16,0.0323,0.039798,385535661,2660175197,0.0088,-0.053,2006/5/19,89049,3965335792,631466.25
2020/11/30,159902,4.456,0.0084,21,0.0088,0.013264,168647379,2683705891,0.058,0.0323,2006/5/19,89049,3965335792,631466.25
2020/3/31,159903,1.0985,-0.0929,22,-0.0937,0.006436,50289557,391462876.2,0.0787,0.0008,2009/11/5,42054,4127252482,286055
2020/4/30,159903,1.1826,0.0766,21,0.0787,0.004958,36981072,422264163.8,0.0008,-0.0937,2009/11/5,42054,4127252482,286055
2020/5/29,159903,1.1882,0.0047,18,0.0008,0.00359,22953063,422622318.3,0.1229,0.0787,2009/11/5,42054,4127252482,286055
2020/6/30,159903,1.3313,0.1205,20,0.1229,0.004238,30104942,406979721.8,0.1389,0.0008,2009/11/5,42054,4127252482,286055
2020/7/31,159903,1.5162,0.139,23,0.1389,0.009062,74023892,463496151.1,0.0258,0.1229,2009/11/5,42054,4127252482,286055
2020/8/31,159903,1.5449,0.0189,21,0.0258,0.006056,45169205,475475176.8,-0.0568,0.1389,2009/11/5,42054,4127252482,286055
2020/9/30,159903,1.4571,-0.0568,22,-0.0568,0.003697,28889064,391505580.2,0.0274,0.0258,2009/11/5,42054,4127252482,286055
2020/10/30,159903,1.4966,0.0272,16,0.0274,0.003232,18363827,402231760.5,0.0307,-0.0568,2009/11/5,42054,4127252482,286055
2020/11/30,159903,1.5488,0.0349,21,0.0307,0.0034,25354385,414566867.8,0.0589,0.0274,2009/11/5,42054,4127252482,286055
2020/3/31,159905,1.7527,-0.0831,22,-0.0841,0.030843,735174094,2160474246,0.073,-0.0279,2010/10/13,4519,607395982,16983.98
2020/4/30,159905,1.8795,0.0723,21,0.073,0.016569,376986271,2318227072,0.0005,-0.0841,2010/10/13,4519,607395982,16983.98
2020/5/29,159905,1.8838,0.0023,18,0.0005,0.018092,352831952,2319459516,0.0728,0.073,2010/10/13,4519,607395982,16983.98
2020/6/30,159905,2.0244,0.0746,20,0.0728,0.029134,631307708,2607425337,0.1397,0.0005,2010/10/13,4519,607395982,16983.98
2020/7/31,159905,2.303,0.1376,23,0.1397,0.037338,930445342,2971612531,0.0535,0.0728,2010/10/13,4519,607395982,16983.98
2020/8/31,159905,2.4255,0.0532,21,0.0535,0.022906,521159616,3130460137,-0.0561,0.1397,2010/10/13,4519,607395982,16983.98
2020/9/30,159905,2.2918,-0.0551,22,-0.0561,0.018355,437499703,3468479760,0.0638,0.0535,2010/10/13,4519,607395982,16983.98
2020/10/30,159905,2.4351,0.0625,16,0.0638,0.017159,297455372,3689807577,0.0867,-0.0561,2010/10/13,4519,607395982,16983.98
2020/11/30,159905,2.6395,0.0839,21,0.0867,0.017127,389671072,4009671750,0.0374,0.0638,2010/10/13,4519,607395982,16983.98
2020/3/31,159906,1.062,-0.1046,22,-0.1038,0.004686,13466619,157855388,0.0942,0.0972,2010/11/18,3211,498605525,34200
2020/4/30,159906,1.163,0.0951,21,0.0942,0.026083,71557307,172719360.5,0.0224,-0.1038,2010/11/18,3211,498605525,34200
2020/5/29,159906,1.191,0.0241,18,0.0224,0.022256,52336001,176583993.3,0.2003,0.0942,2010/11/18,3211,498605525,34200
2020/6/30,159906,1.422,0.194,20,0.2003,0.030793,80455669,219090247.9,0.1346,0.0224,2010/11/18,3211,498605525,34200
2020/7/31,159906,1.616,0.1364,23,0.1346,0.048887,146892602,248589075.1,-0.0229,0.2003,2010/11/18,3211,498605525,34200
2020/8/31,159906,1.583,-0.0204,21,-0.0229,0.028729,78816400,242904405.2,-0.0614,0.1346,2010/11/18,3211,498605525,34200
2020/9/30,159906,1.488,-0.06,22,-0.0614,0.018481,53115600,239873351.9,0.0094,-0.0229,2010/11/18,3211,498605525,34200
2020/10/30,159906,1.499,0.0074,16,0.0094,0.020352,42540099,242136308.1,-0.0441,-0.0614,2010/11/18,3211,498605525,34200
2020/11/30,159906,1.436,-0.042,21,-0.0441,0.020733,56878300,231468086.2,0.0915,0.0094,2010/11/18,3211,498605525,34200
2020/3/31,159907,1.2901,-0.1028,22,-0.0971,0.001724,5673409,189552309.2,0.0657,0.0236,2011/4/27,9415,718238734,55268
2020/4/30,159907,1.3951,0.0814,21,0.0657,0.000585,1836941,202013211.2,0.0036,-0.0971,2011/4/27,9415,718238734,55268
2020/5/29,159907,1.3998,0.0034,18,0.0036,0.000442,1191324,202746205.4,0.1273,0.0657,2011/4/27,9415,718238734,55268
2020/6/30,159907,1.5766,0.1263,20,0.1273,0.002424,7251111,158392602.5,0.1418,0.0036,2011/4/27,9415,718238734,55268
2020/7/31,159907,1.7939,-1,23,0.1418,0.005258,18090184,180845947.7,0.0152,0.1273,2011/4/27,9415,718238734,55268
2020/8/31,159907,1.8105,0,21,0.0152,0.001455,4570580,183589116.5,-0.0609,0.1418,2011/4/27,9415,718238734,55268
2020/9/30,159907,1.7083,-0.0564,22,-0.0609,0.000654,2151200,154594743.4,0.0224,0.0152,2011/4/27,9415,718238734,55268
2020/10/30,159907,1.7416,0.0195,16,0.0224,0.001282,3068459,158056499.6,0.0138,-0.0609,2011/4/27,9415,718238734,55268
2020/11/30,159907,1.7635,0.0126,21,0.0138,0.000592,1859212,160242871.9,0.0148,0.0224,2011/4/27,9415,718238734,55268
2020/3/31,159908,1.605,-0.0948,22,-0.0975,0.031388,43316334,136536904.5,0.1067,0.0719,2011/4/25,8507,403179979,49050
2020/4/30,159908,1.7725,0.1044,21,0.1067,0.00695,9155400,151111068.4,0.0102,-0.0975,2011/4/25,8507,403179979,49050
2020/5/29,159908,1.7919,0.0109,18,0.0102,0.01158,13075300,152645190.9,0.1692,0.1067,2011/4/25,8507,403179979,49050
2020/6/30,159908,2.0953,0.1693,20,0.1692,0.033301,41778803,193127586.7,0.148,0.0102,2011/4/25,8507,403179979,49050
2020/7/31,159908,2.4,0.1454,23,0.148,0.045072,65028173,221718585.7,-0.0154,0.1692,2011/4/25,8507,403179979,49050
2020/8/31,159908,2.3661,-0.0141,21,-0.0154,0.056059,73846702,218306111.6,-0.0507,0.148,2011/4/25,8507,403179979,49050
2020/9/30,159908,2.2481,-0.0499,22,-0.0507,0.020363,28102114,313971128.2,0.0316,-0.0154,2011/4/25,8507,403179979,49050
2020/10/30,159908,2.3203,0.0321,16,0.0316,0.030281,30392301,323891889.2,-0.0082,-0.0507,2011/4/25,8507,403179979,49050
2020/11/30,159908,2.3019,-0.0079,21,-0.0082,0.025883,34095502,321237037.7,0.1301,0.0316,2011/4/25,8507,403179979,49050
2020/3/31,159909,5.0466,-0.1724,22,-0.1709,0.006894,10961550,348213210.2,0.1088,0.0677,2011/5/12,3075,347147273,48272
2020/4/30,159909,5.5942,0.1085,21,0.1088,0.003194,4847600,386105985.7,-0.0375,-0.1709,2011/5/12,3075,347147273,48272
2020/5/29,159909,5.3972,-0.0352,18,-0.0375,0.002884,3751822,371611481.4,0.208,0.1088,2011/5/12,3075,347147273,48272
2020/6/30,159909,6.5099,0.2062,20,0.208,0.004361,6303550,323713504.3,0.0896,-0.0375,2011/5/12,3075,347147273,48272
2020/7/31,159909,7.0983,0.0904,23,0.0896,0.004264,7087422,352730259.1,0.0048,0.208,2011/5/12,3075,347147273,48272
2020/8/31,159909,7.116,0.0025,21,0.0048,0.00893,13552800,354422488.3,-0.0553,0.0896,2011/5/12,3075,347147273,48272
2020/9/30,159909,6.7223,-0.0553,22,-0.0553,0.003654,5810160,267542537.4,0.0082,0.0048,2011/5/12,3075,347147273,48272
2020/10/30,159909,6.7842,0.0092,16,0.0082,0.00194,2243607,269729967.1,0.0187,-0.0553,2011/5/12,3075,347147273,48272
2020/11/30,159909,6.9178,0.0197,21,0.0187,0.002992,4541707,274780941.1,0.0453,0.0082,2011/5/12,3075,347147273,48272
2020/3/31,159910,1.7677,-0.0943,22,-0.0944,0.002192,30861603,1087074342,0.0504,-0.0086,2011/6/28,4382,485865171,40972
2020/4/30,159910,1.8585,0.0514,21,0.0504,0.002043,27452553,1141889989,-0.0038,-0.0944,2011/6/28,4382,485865171,40972
2020/5/29,159910,1.8471,-0.0061,18,-0.0038,0.001907,21968456,1137578646,0.0753,0.0504,2011/6/28,4382,485865171,40972
2020/6/30,159910,1.9898,0.0773,20,0.0753,0.002676,34252600,1080197600,0.1274,-0.0038,2011/6/28,4382,485865171,40972
2020/7/31,159910,2.2418,0.1266,23,0.1274,0.004039,59440524,1217805854,0.0357,0.0753,2011/6/28,4382,485865171,40972
2020/8/31,159910,2.3208,0.0352,21,0.0357,0.001853,24895864,1261318346,-0.0448,0.1274,2011/6/28,4382,485865171,40972
2020/9/30,159910,2.2129,-0.0465,22,-0.0448,0.000428,6024405,1027552107,0.0375,0.0357,2011/6/28,4382,485865171,40972
2020/10/30,159910,2.2965,0.0378,16,0.0375,0.001633,16720305,1066056317,0.0966,-0.0448,2011/6/28,4382,485865171,40972
2020/11/30,159910,2.509,0.0925,21,0.0966,0.00142,19087688,1169043480,-0.0032,0.0375,2011/6/28,4382,485865171,40972
2020/3/31,159912,1.325,-0.0933,22,-0.1083,0.015175,26691576,112292413.1,0.0762,0.0284,2011/8/11,6755,521487312,61679
2020/4/30,159912,1.429,0.0785,21,0.0762,0.006257,10505700,120852061.2,0.0014,-0.1083,2011/8/11,6755,521487312,61679
2020/5/29,159912,1.4331,0.0029,18,0.0014,0.006882,9903848,121021559.2,0.1204,0.0762,2011/8/11,6755,521487312,61679
2020/6/30,159912,1.6081,0.1221,20,0.1204,0.006107,9765564,104878385.6,0.1381,0.0014,2011/8/11,6755,521487312,61679
2020/7/31,159912,1.8343,0.1407,23,0.1381,0.016874,31028905,119364712.6,0.0132,0.1204,2011/8/11,6755,521487312,61679
2020/8/31,159912,1.8542,0.0108,21,0.0132,0.007692,12914049,120937888.4,-0.0564,0.1381,2011/8/11,6755,521487312,61679
2020/9/30,159912,1.7431,-0.0599,22,-0.0564,0.005897,10371234,111335193.3,0.0333,0.0132,2011/8/11,6755,521487312,61679
2020/10/30,159912,1.7996,0.0324,16,0.0333,0.004943,6322875,115044234.8,0.0317,-0.0564,2011/8/11,6755,521487312,61679
2020/11/30,159912,1.8624,0.0349,21,0.0317,0.005547,9312737,118689327.3,0.0593,0.0333,2011/8/11,6755,521487312,61679
2020/3/31,159913,1.775,-0.0953,22,-0.1256,0.004255,3307128,62745534.77,0.0484,0.0104,2011/8/24,4558,332308859,20834
2020/4/30,159913,1.871,0.0541,21,0.0484,0.00074,548877,65783888.37,0.0118,-0.1256,2011/8/24,4558,332308859,20834
2020/5/29,159913,1.885,0.0075,18,0.0118,0.000358,202600,66561141.61,0.0695,0.0484,2011/8/24,4558,332308859,20834
2020/6/30,159913,2.015,0.069,20,0.0695,0.002017,1425507,67159331.4,0.1563,0.0118,2011/8/24,4558,332308859,20834
2020/7/31,159913,2.252,0.1176,23,0.1563,0.001494,1214340,77658184.69,-0.0086,0.0695,2011/8/24,4558,332308859,20834
2020/8/31,159913,2.315,0.028,21,-0.0086,0.002814,2087451,76991590.83,-0.0545,0.1563,2011/8/24,4558,332308859,20834
2020/9/30,159913,2.199,-0.0501,22,-0.0545,0.001417,1101300,64056049.51,0.027,-0.0086,2011/8/24,4558,332308859,20834
2020/10/30,159913,2.26,0.0277,16,0.027,0.002141,1210254,65786501.4,0.0994,-0.0545,2011/8/24,4558,332308859,20834
2020/11/30,159913,2.467,0.0916,21,0.0994,0.000746,553177,72327022.94,0.0061,0.027,2011/8/24,4558,332308859,20834
2020/3/31,159915,1.8002,-0.0963,22,-0.1003,0.06877,14157323980,17964422150,0.1103,0.0766,2011/8/2,6965,561628641,56159
2020/4/30,159915,1.9907,0.1058,21,0.1103,0.042053,8263666495,19946013006,0.0065,-0.1003,2011/8/2,6965,561628641,56159
2020/5/29,159915,2.01,0.0097,18,0.0065,0.034297,5776715947,20076117456,0.176,0.1103,2011/8/2,6965,561628641,56159
2020/6/30,159915,2.3567,0.1725,20,0.176,0.03257,6095366917,17277769110,0.1479,0.0065,2011/8/2,6965,561628641,56159
2020/7/31,159915,2.701,0.1461,23,0.1479,0.061434,13221835608,19833912145,-0.0262,0.176,2011/8/2,6965,561628641,56159
2020/8/31,159915,2.6364,-0.0239,21,-0.0262,0.04375,8597115256,19313894507,-0.0561,0.1479,2011/8/2,6965,561628641,56159
2020/9/30,159915,2.4874,-0.0565,22,-0.0561,0.029898,6154908531,16253892910,0.0297,-0.0262,2011/8/2,6965,561628641,56159
2020/10/30,159915,2.5647,0.0311,16,0.0297,0.028446,4258892862,16737134403,-0.0086,-0.0561,2011/8/2,6965,561628641,56159
2020/11/30,159915,2.5416,-0.009,21,-0.0086,0.032149,6317461077,16593468013,0.1279,0.0297,2011/8/2,6965,561628641,56159
2020/3/31,159916,3.9113,-0.0973,22,-0.0969,0.000882,4514300,920581731.4,0.0394,-0.008,2011/8/3,3409,389202212,29824
2020/4/30,159916,4.1163,0.0524,21,0.0394,0.000384,1875567,956861967.4,-0.0042,-0.0969,2011/8/3,3409,389202212,29824
2020/5/29,159916,4.0995,-0.0041,18,-0.0042,0.000437,1827768,952882844.8,0.0715,0.0394,2011/8/3,3409,389202212,29824
2020/6/30,159916,4.3955,0.0722,20,0.0715,0.000682,3171276,977376062.1,0.113,-0.0042,2011/8/3,3409,389202212,29824
2020/7/31,159916,4.8984,0.1144,23,0.113,0.001309,7002054,1087840619,0.0449,0.0715,2011/8/3,3409,389202212,29824
2020/8/31,159916,5.1095,0.0431,21,0.0449,0.000552,2697091,1136687016,-0.0331,0.113,2011/8/3,3409,389202212,29824
2020/9/30,159916,4.9301,-0.0351,22,-0.0331,0.000251,1283570,591376421.3,0.0499,0.0449,2011/8/3,3409,389202212,29824
2020/10/30,159916,5.172,0.0491,16,0.0499,0.000295,1098195,620915100.9,0.1124,-0.0331,2011/8/3,3409,389202212,29824
2020/11/30,159916,5.6941,0.101,21,0.1124,0.000233,1137507,690722837.4,-0.0176,0.0499,2011/8/3,3409,389202212,29824
2020/3/31,159918,1.4869,-0.1123,22,-0.0867,0.001268,2024079,114675224,0.0338,0.0631,2012/2/15,2018,286543155,18109
2020/4/30,159918,1.5995,0.0757,21,0.0338,0.000592,902066,118552409.8,0.0201,-0.0867,2012/2/15,2018,286543155,18109
2020/5/29,159918,1.6424,0.0268,18,0.0201,0.000683,892700,120938370.2,0.1079,0.0338,2012/2/15,2018,286543155,18109
2020/6/30,159918,1.8204,0.1084,20,0.1079,0.00048,661795,112422591.4,0.1235,0.0201,2012/2/15,2018,286543155,18109
2020/7/31,159918,2.0229,0.1112,23,0.1235,0.001268,2116642,126311192,0.0158,0.1079,2012/2/15,2018,286543155,18109
2020/8/31,159918,2.0508,0.0138,21,0.0158,0.000593,903307,128313152.5,-0.0556,0.1235,2012/2/15,2018,286543155,18109
2020/9/30,159918,1.9207,-0.0634,22,-0.0556,0.000723,1154112,103748168.4,-0.0062,0.0158,2012/2/15,2018,286543155,18109
2020/10/30,159918,1.9142,-0.0034,16,-0.0062,0.000544,631952,103105433.2,0.0094,-0.0556,2012/2/15,2018,286543155,18109
2020/11/30,159918,1.9372,0.012,21,0.0094,0.000734,1118101,104069536,0.0031,-0.0062,2012/2/15,2018,286543155,18109
2020/3/31,159919,3.7381,-0.065,22,-0.0655,0.025247,3853240648,25929042118,0.065,-0.016,2012/3/27,88720,19332261440,1045952
2020/4/30,159919,3.9669,0.0612,21,0.065,0.018885,2751326431,27613559754,-0.0126,-0.0655,2012/3/27,88720,19332261440,1045952
2020/5/29,159919,3.9305,-0.0091,18,-0.0126,0.020718,2587090455,27265518920,0.0853,0.065,2012/3/27,88720,19332261440,1045952
2020/6/30,159919,4.2572,0.0831,20,0.0853,0.024661,3421698788,22692333990,0.1362,-0.0126,2012/3/27,88720,19332261440,1045952
2020/7/31,159919,4.8385,0.1366,23,0.1362,0.034365,5483272515,25783103545,0.0277,0.0853,2012/3/27,88720,19332261440,1045952
2020/8/31,159919,4.9701,0.0272,21,0.0277,0.01743,2539294030,26498411180,-0.079,0.1362,2012/3/27,88720,19332261440,1045952
2020/9/30,159919,4.5848,-0.0469,22,-0.079,0.019504,2976755808,23010952243,0.0247,0.0277,2012/3/27,88720,19332261440,1045952
2020/10/30,159919,4.6919,0.0226,16,0.0247,0.021521,2388800804,23579683127,0.0591,-0.079,2012/3/27,88720,19332261440,1045952
2020/11/30,159919,4.9585,0.055,21,0.0591,0.022164,3228939575,24973828746,0.048,0.0247,2012/3/27,88720,19332261440,1045952
2020/3/31,159922,5.3398,-0.0753,22,-0.0748,0.039195,566118856,3021314452,0.0649,0.0084,2012/12/31,22768,3108591728,137674
2020/4/30,159922,5.6789,0.0635,21,0.0649,0.034611,477189852,3217334478,0.0118,-0.0748,2012/12/31,22768,3108591728,137674
2020/5/29,159922,5.7517,0.0128,18,0.0118,0.03566,421409369,3255292114,0.0908,0.0649,2012/12/31,22768,3108591728,137674
2020/6/30,159922,6.2874,0.0931,20,0.0908,0.032394,425349650,2896642549,0.1369,0.0118,2012/12/31,22768,3108591728,137674
2020/7/31,159922,7.1437,0.1362,23,0.1369,0.054049,816147280,3293151691,0.0189,0.0908,2012/12/31,22768,3108591728,137674
2020/8/31,159922,7.261,0.0164,21,0.0189,0.034483,475428757,3355539494,-0.0704,0.1369,2012/12/31,22768,3108591728,137674
2020/9/30,159922,6.757,-0.0694,22,-0.0704,0.032895,475127772,2480840109,-0.0101,0.0189,2012/12/31,22768,3108591728,137674
2020/10/30,159922,6.6771,-0.0118,16,-0.0101,0.028454,298890601,2455847942,0.0337,-0.0704,2012/12/31,22768,3108591728,137674
2020/11/30,159922,6.9133,0.0354,21,0.0337,0.035127,484307208,2538542612,0.0068,-0.0101,2012/12/31,22768,3108591728,137674
2020/3/31,159923,1.602,-0.0554,22,-0.0451,0.015189,5776016,24610157.32,0.0435,-0.0366,2013/1/16,4042,399268419,17393
2020/4/30,159923,1.696,0.0587,21,0.0435,0.00515,1869400,25680164.16,-0.0119,-0.0451,2013/1/16,4042,399268419,17393
2020/5/29,159923,1.675,-0.0124,18,-0.0119,0.002867,892150,25374447.92,0.0687,0.0435,2013/1/16,4042,399268419,17393
2020/6/30,159923,1.797,0.0728,20,0.0687,0.008495,2936908,25343030.49,0.1223,-0.0119,2013/1/16,4042,399268419,17393
2020/7/31,159923,2.007,0.1169,23,0.1223,0.034837,13850428,28443051.69,0.0482,0.0687,2013/1/16,4042,399268419,17393
2020/8/31,159923,2.097,0.0448,21,0.0482,0.011741,4261965,29814489.64,-0.0364,0.1223,2013/1/16,4042,399268419,17393
2020/9/30,159923,2.016,-0.0386,22,-0.0364,0.002794,1014106,24706767.93,0.0278,0.0482,2013/1/16,4042,399268419,17393
2020/10/30,159923,2.079,0.0313,16,0.0278,0.003468,959100,25394773.4,0.0692,-0.0364,2013/1/16,4042,399268419,17393
2020/11/30,159923,2.216,0.0659,21,0.0692,0.005508,1999567,27151644.52,0.0394,0.0278,2013/1/16,4042,399268419,17393
2020/3/31,159928,3.0803,0.0476,22,0.0505,0.035887,864631663,4292464361,0.0656,0.0086,2013/7/11,9344,794593522,63738
2020/4/30,159928,3.2758,0.0635,21,0.0656,0.02846,654527002,4573983127,0.0268,0.0505,2013/7/11,9344,794593522,63738
2020/5/29,159928,3.3807,0.032,18,0.0268,0.027473,541562776,4696624966,0.1027,0.0656,2013/7/11,9344,794593522,63738
2020/6/30,159928,3.7194,0.1002,20,0.1027,0.02524,552836730,5892302378,0.1956,0.0268,2013/7/11,9344,794593522,63738
2020/7/31,159928,4.439,0.1935,23,0.1956,0.044384,1117977661,7045075206,0.0981,0.1027,2013/7/11,9344,794593522,63738
2020/8/31,159928,4.875,0.0982,21,0.0981,0.042161,969624240,7736421772,-0.1062,0.1956,2013/7/11,9344,794593522,63738
2020/9/30,159928,4.3605,-0.1055,22,-0.1062,0.029846,719082628,7394761311,0.0342,0.0981,2013/7/11,9344,794593522,63738
2020/10/30,159928,4.5186,0.0363,16,0.0342,0.026395,462509152,7647414243,0.0193,-0.1062,2013/7/11,9344,794593522,63738
2020/11/30,159928,4.5754,0.0126,21,0.0193,0.020932,481408392,7794936424,0.1344,0.0342,2013/7/11,9344,794593522,63738
2020/3/31,159929,1.6598,0.0064,22,0.0079,0.04312,269131939,388435456,0.0761,0.0092,2013/7/11,14800,1197101030,103173
2020/4/30,159929,1.7804,0.0727,21,0.0761,0.036646,218328100,418008185.5,0.0343,0.0079,2013/7/11,14800,1197101030,103173
2020/5/29,159929,1.8472,0.0375,18,0.0343,0.020409,104221935,432325141.9,0.1754,0.0761,2013/7/11,14800,1197101030,103173
2020/6/30,159929,2.1601,0.1694,20,0.1754,0.031456,178481712,384729599.5,0.151,0.0343,2013/7/11,14800,1197101030,103173
2020/7/31,159929,2.4863,0.151,23,0.151,0.084815,553431826,442838873.9,-0.0136,0.1754,2013/7/11,14800,1197101030,103173
2020/8/31,159929,2.4555,-0.0124,21,-0.0136,0.054322,323638500,436796931,-0.0858,0.151,2013/7/11,14800,1197101030,103173
2020/9/30,159929,2.2431,-0.0865,22,-0.0858,0.033549,209396702,544232844.1,0.02,-0.0136,2013/7/11,14800,1197101030,103173
2020/10/30,159929,2.2938,0.0226,16,0.02,0.028916,131258900,555132033.3,-0.0698,-0.0858,2013/7/11,14800,1197101030,103173
2020/11/30,159929,2.1306,-0.0711,21,-0.0698,0.037209,221681702,516379360.8,0.1121,0.02,2013/7/11,14800,1197101030,103173
2020/3/31,159930,0.5741,-0.0816,22,-0.0772,0.090371,139963446,61646538.1,-0.0017,-0.0826,2013/7/11,4466,384369786,28364
2020/4/30,159930,0.5732,-0.0016,21,-0.0017,0.069495,102739036,61539139.95,-0.0262,-0.0772,2013/7/11,4466,384369786,28364
2020/5/29,159930,0.5588,-0.0251,18,-0.0262,0.078132,99006114,59928167.7,0.009,-0.0017,2013/7/11,4466,384369786,28364
2020/6/30,159930,0.5606,0.0032,20,0.009,0.101947,143537916,99593658.45,0.0906,-0.0262,2013/7/11,4466,384369786,28364
2020/7/31,159930,0.6122,0.092,23,0.0906,0.60818,984738395,108615464.1,0.0098,0.009,2013/7/11,4466,384369786,28364
2020/8/31,159930,0.6199,0.0126,21,0.0098,0.246741,364772524,109676853,-0.029,0.0906,2013/7/11,4466,384369786,28364
2020/9/30,159930,0.5993,-0.0332,22,-0.029,0.13841,214363034,201006686.3,-0.0066,0.0098,2013/7/11,4466,384369786,28364
2020/10/30,159930,0.5973,-0.0033,16,-0.0066,0.156157,175890929,199671093.7,0.1455,-0.029,2013/7/11,4466,384369786,28364
2020/11/30,159930,0.6839,0.145,21,0.1455,0.257269,380336719,228720232.8,-0.0555,-0.0066,2013/7/11,4466,384369786,28364
2020/3/31,159931,1.5249,-0.0709,22,-0.0739,0.04632,20715371,34904793.32,0.0373,-0.0614,2013/7/11,6218,747774392,54119
2020/4/30,159931,1.5914,0.0436,21,0.0373,0.011904,5081805,36206018.45,-0.0309,-0.0739,2013/7/11,6218,747774392,54119
2020/5/29,159931,1.5367,-0.0344,18,-0.0309,0.011916,4360184,35087421.41,0.0403,0.0373,2013/7/11,6218,747774392,54119
2020/6/30,159931,1.5971,0.0393,20,0.0403,0.019226,7816579,35703289.09,0.1032,-0.0309,2013/7/11,6218,747774392,54119
2020/7/31,159931,1.7629,0.1038,23,0.1032,0.28952,135366856,39387493.4,0.0323,0.0403,2013/7/11,6218,747774392,54119
2020/8/31,159931,1.8188,0.0317,21,0.0323,0.200318,85515292,40660218.53,-0.0401,0.1032,2013/7/11,6218,747774392,54119
2020/9/30,159931,1.7576,-0.0336,22,-0.0401,0.070527,31541548,99336237.23,0.0069,0.0323,2013/7/11,6218,747774392,54119
2020/10/30,159931,1.7521,-0.0031,16,0.0069,0.090869,29555859,100018179.4,0.0852,-0.0401,2013/7/11,6218,747774392,54119
2020/11/30,159931,1.8997,0.0842,21,0.0852,0.109613,46793849,108542456,-0.0335,0.0069,2013/7/11,6218,747774392,54119
2020/3/31,159932,1.408,-0.0955,22,-0.1094,0.009468,4479832,31690721.92,0.0625,0.0443,2013/8/14,4413,333486098,22864
2020/4/30,159932,1.512,0.0738,21,0.0625,0.002859,1291345,33671392.04,0.0214,-0.1094,2013/8/14,4413,333486098,22864
2020/5/29,159932,1.52,0.0055,18,0.0214,0.006497,2515064,34391635.72,0.0733,0.0625,2013/8/14,4413,333486098,22864
2020/6/30,159932,1.656,0.0893,20,0.0733,0.003269,1406186,35272488.6,0.128,0.0214,2013/8/14,4413,333486098,22864
2020/7/31,159932,1.861,0.1233,23,0.128,0.027601,13653453,39789087.75,0.0238,0.0733,2013/8/14,4413,333486098,22864
2020/8/31,159932,1.876,0.0082,21,0.0238,0.006648,3002796,40735422.81,-0.0803,0.128,2013/8/14,4413,333486098,22864
2020/9/30,159932,1.742,-0.0711,22,-0.0803,0.003083,1458700,39208265.33,0.0069,0.0238,2013/8/14,4413,333486098,22864
2020/10/30,159932,1.721,-0.0122,16,0.0069,0.003987,1372100,39478356.71,0.0165,-0.0803,2013/8/14,4413,333486098,22864
2020/11/30,159932,1.772,0.0295,21,0.0165,0.00341,1540241,40131077.55,-0.0123,0.0069,2013/8/14,4413,333486098,22864
2020/3/31,159933,1.9364,-0.0683,22,-0.0519,0.000216,578869,237053075.7,0.0302,-0.0779,2013/8/23,4389,574953039,25904
